symbol,timestamp,open,high,low,close,volume,ingest_date
HSBC,2025-01-02 00:00:00-05:00,46.246652638502376,46.436111177398615,45.92457420646508,46.11403274536133,1136800,2026-01-26
HSBC,2025-01-03 00:00:00-05:00,46.616094624080596,46.644515753660336,46.27506997809213,46.48347473144531,1084600,2026-01-26
HSBC,2025-01-06 00:00:00-05:00,46.729770314734374,47.01395630545148,46.59714681302019,46.67293167114258,1253900,2026-01-26
HSBC,2025-01-07 00:00:00-05:00,46.46452489915742,46.52136354027115,46.02877282481447,46.27506637573242,1077900,2026-01-26
HSBC,2025-01-08 00:00:00-05:00,46.43611230741897,46.8529182122368,46.31296371209644,46.767662048339844,914100,2026-01-26
HSBC,2025-01-10 00:00:00-05:00,46.96659411445011,47.080267791736446,46.56873082351636,46.748714447021484,1821400,2026-01-26
HSBC,2025-01-13 00:00:00-05:00,45.95299062039496,46.47400249326893,45.95299062039496,46.41716384887695,1601600,2026-01-26
HSBC,2025-01-14 00:00:00-05:00,46.445582231843886,46.77713557655885,46.426636016692655,46.748714447021484,1666700,2026-01-26
HSBC,2025-01-15 00:00:00-05:00,47.31709520874873,47.440243813819656,46.90976057273228,47.40235137939453,2206600,2026-01-26
HSBC,2025-01-16 00:00:00-05:00,47.66758640254982,48.13175964355469,47.62969397193287,48.13175964355469,1734600,2026-01-26
HSBC,2025-01-17 00:00:00-05:00,47.98966400613954,48.340159949235904,47.781259254969314,47.961246490478516,1531300,2026-01-26
HSBC,2025-01-21 00:00:00-05:00,48.52014856413906,48.88011581814905,48.31174380704404,48.775917053222656,1404100,2026-01-26
HSBC,2025-01-22 00:00:00-05:00,48.567514689670055,48.567514689670055,48.22649002075195,48.22649002075195,1170800,2026-01-26
HSBC,2025-01-23 00:00:00-05:00,48.4538368968749,48.86117148203717,48.4348906820277,48.700130462646484,1260300,2026-01-26
HSBC,2025-01-24 00:00:00-05:00,48.510675248948196,48.70960509803148,48.35910913341504,48.58646011352539,986900,2026-01-26
HSBC,2025-01-27 00:00:00-05:00,49.259032302798815,49.39165219620391,49.00326381682283,49.353759765625,1588400,2026-01-26
HSBC,2025-01-28 00:00:00-05:00,48.9085382846225,49.25903424726022,48.861174551339765,49.22114181518555,1324000,2026-01-26
HSBC,2025-01-29 00:00:00-05:00,49.13588405170819,49.67583854353632,49.13588405170819,49.41059875488281,1523800,2026-01-26
HSBC,2025-01-30 00:00:00-05:00,49.865301200815246,50.19685457762502,49.67584264458415,49.89371871948242,1483300,2026-01-26
HSBC,2025-01-31 00:00:00-05:00,50.07370116919188,50.20632106174163,49.66636657714844,49.66636657714844,1101600,2026-01-26
