symbol,timestamp,open,high,low,close,volume,ingest_date
BLK,2025-01-02 00:00:00-05:00,1009.310318948578,1011.3681121800603,991.6718861902533,996.9634399414062,604500,2026-01-26
BLK,2025-01-03 00:00:00-05:00,1001.637512631577,1003.4307699142119,989.711989856791,1000.324462890625,469000,2026-01-26
BLK,2025-01-06 00:00:00-05:00,1005.0476815848523,1008.732163628166,991.1720815412727,992.39697265625,616200,2026-01-26
BLK,2025-01-07 00:00:00-05:00,990.6919437901042,991.6718566919737,958.5997962538768,961.0593872070312,970500,2026-01-26
BLK,2025-01-08 00:00:00-05:00,960.5497781821855,970.3978905234925,956.4439408813492,966.2920532226562,778500,2026-01-26
BLK,2025-01-10 00:00:00-05:00,960.1087675866431,962.3233801459353,929.1141200725519,936.4439086914062,908200,2026-01-26
BLK,2025-01-13 00:00:00-05:00,927.2424923390498,938.0215332011154,924.3909723906484,935.8265380859375,794100,2026-01-26
BLK,2025-01-14 00:00:00-05:00,944.9496166318078,950.1235256525109,938.7957349001771,943.8226928710938,1058100,2026-01-26
BLK,2025-01-15 00:00:00-05:00,999.285777197943,1004.8516153724582,971.0936644895304,992.828125,1140100,2026-01-26
BLK,2025-01-16 00:00:00-05:00,996.1206040993095,996.1206040993095,962.45081234979,975.7188110351562,883800,2026-01-26
BLK,2025-01-17 00:00:00-05:00,980.7948713433599,992.465607973456,976.9829957078571,984.7733154296875,1085800,2026-01-26
BLK,2025-01-21 00:00:00-05:00,993.6511732128697,1006.3213784324948,983.5580237630714,991.7599487304688,671600,2026-01-26
BLK,2025-01-22 00:00:00-05:00,992.1421689162383,993.4552784852544,978.198027838639,986.1255493164062,570300,2026-01-26
BLK,2025-01-23 00:00:00-05:00,983.7933831121668,997.3651529431387,980.7262509301808,997.2867431640625,645300,2026-01-26
BLK,2025-01-24 00:00:00-05:00,992.7889874042816,1005.3906531667792,992.7889874042816,999.9521484375,731300,2026-01-26
BLK,2025-01-27 00:00:00-05:00,989.7120584530443,1010.2020712949276,984.5087231915627,1009.25146484375,662500,2026-01-26
BLK,2025-01-28 00:00:00-05:00,1008.9966067467378,1034.5134532568673,1006.4194314456125,1030.084228515625,1083000,2026-01-26
BLK,2025-01-29 00:00:00-05:00,1026.0764222736996,1045.4002729383565,1024.312651099852,1031.4659423828125,808600,2026-01-26
BLK,2025-01-30 00:00:00-05:00,1047.7227510661457,1056.5910100340718,1038.0510162088303,1049.9962158203125,532100,2026-01-26
BLK,2025-01-31 00:00:00-05:00,1052.5146515722859,1062.441174395275,1047.2917586877866,1053.8963623046875,957600,2026-01-26
