symbol,timestamp,ret_1d,ret_3d,ret_5d,vol_20d,vol_zscore,shap_ret_1d,shap_ret_3d,shap_ret_5d,shap_vol_20d,shap_vol_zscore,prediction,base_value
AAPL,2025-11-19 00:00:00-05:00,0.004187836924032462,-0.014133130398144789,-0.0179544507265601,0.00923950991699094,-0.7128043720957931,4.065449030997488e-05,2.9744943777780043e-06,9.371082761528364e-06,-2.823601618190158e-05,-1.3762205568332911e-05,0.0008603387289686266,0.00084933688326958
AZN,2025-11-19 00:00:00-05:00,-0.006253547391445791,-0.0012345747725631684,0.014940665534149522,0.013539168897919744,1.2546805822970066,-2.4510706884967147e-05,-0.00016626128050005017,-3.9118326063633884e-06,-0.00010683603671972513,-0.0002697382564712081,0.00027807877008726616,0.00084933688326958
BATS.L,2025-11-19 19:00:00-05:00,0.0023963480297330975,0.0057706185863586335,0.008680915786744237,0.012847435298895336,-1.6046654266573588,3.55676336476841e-05,2.831509243052065e-06,2.7988184807983855e-05,-3.477196198567389e-05,-2.0613520013999472e-05,0.0008603387289686266,0.00084933688326958
BP,2025-11-20 00:00:00-05:00,-0.006397761817947822,-0.0213698295697774,-0.007529657412829627,0.012577141943554875,-0.18240447931930837,1.9918931761280424e-05,-4.852973102015286e-06,-5.1874084310764365e-06,-2.8214142412492878e-05,2.9337437883350734e-05,0.0008603387289686266,0.00084933688326958
AAPL,2025-11-20 00:00:00-05:00,-0.008601420835542384,-0.004524009174214583,-0.02454666388492166,0.00951616911046697,-0.31338080606125174,2.4351408535556056e-05,9.005282839805934e-06,-3.144411288450123e-06,-1.04031200170405e-05,-8.807314370824781e-06,0.0008603387289686266,0.00084933688326958
NVDA,2025-11-20 00:00:00-05:00,-0.0315247514254573,-0.03193999314870055,-0.033286934863162476,0.03038168311184921,2.389517538785983,1.5193861704112435e-05,4.084199991200987e-06,0.00015993665057820568,0.0006373628563352622,0.0001797369493654135,0.0018456514012437748,0.00084933688326958
BLK,2025-11-20 00:00:00-05:00,-0.021839411169856993,-0.03055283846436241,-0.07210771447391595,0.012483444087610417,0.24097290782982414,2.116462042308013e-05,-4.055478399850414e-06,0.00025624036322512085,-3.5444715382566555e-05,3.892986904724803e-05,0.0011261715421826111,0.00084933688326958
MSFT,2025-11-20 00:00:00-05:00,-0.016001314074220563,-0.05549775200763729,-0.04761582499432904,0.01458632255935945,0.11920139466429941,1.1127878271290655e-05,-4.852973102015286e-06,-1.7578263190790271e-06,-5.7507771330751234e-05,6.399253817960142e-05,0.0008603387289686266,0.00084933688326958
HSBC,2025-11-20 00:00:00-05:00,-0.02285221065956855,-0.051390109511054605,-0.07654463946419876,0.01518959909291494,2.1027152790547405,1.5485719268453352e-05,9.17351343874874e-06,0.0002829097279240572,-6.234512953248228e-06,-2.4499788764979727e-05,0.0011261715421826111,0.00084933688326958
AZN,2025-11-20 00:00:00-05:00,-0.0034835101251301515,-0.008053704792104543,0.0007899751082502959,0.013601694785680114,0.7814111335913189,0.00015649429907167243,6.268921297652701e-05,6.053569432690792e-05,-6.745063242078665e-05,-1.1736664180093783e-05,0.0010498687930438066,0.00084933688326958
SHEL,2025-11-20 00:00:00-05:00,-0.00624404908247389,-0.0290451246297998,-0.02651449132598127,0.009514046319658553,0.4385360522549794,-2.459653108854173e-05,2.2057206373706484e-05,1.2435298032475516e-05,-2.715730817874359e-05,-3.296120694003075e-05,0.0007991143414684454,0.00084933688326958
JPM,2025-11-20 00:00:00-05:00,-0.016124147699072888,-0.006625111269006556,-0.035866662612056066,0.01313625750007387,0.05815623935537776,2.0269062578082004e-05,4.770650023370681e-06,-2.269124825271145e-06,-5.849456338977039e-05,4.672582131263541e-05,0.0008603387289686266,0.00084933688326958
LNG,2025-11-20 00:00:00-05:00,-0.006917264488206731,-0.032712273246113144,-0.024050655459051717,0.010367516276180405,-0.5461636640277593,2.432553207555003e-05,-6.183402855800329e-07,7.655448692021118e-06,-2.767879620829385e-05,7.31800142534932e-06,0.0008603387289686266,0.00084933688326958
BATS.L,2025-11-20 19:00:00-05:00,0.010518748154674684,0.02398254618896467,0.03806480183083605,0.01287038177891882,-0.5089509364180397,3.114716478496977e-05,1.7002091498151518e-05,0.00013620923640544547,-1.1232231123513903e-05,-0.00019754950880223717,0.0008249136360323956,0.00084933688326958
SHEL,2025-11-21 00:00:00-05:00,0.0008195268316357751,-0.027088049152307447,-0.03286701983833862,0.009503926634532638,0.008102334318341911,4.0591841003071543e-05,2.9744943777780043e-06,-1.4287772189428768e-06,-1.1180689603077646e-05,-1.9955022859782275e-05,0.0008603387289686266,0.00084933688326958
AAPL,2025-11-21 00:00:00-05:00,0.019680714495305063,0.015143537825296205,-0.0033773114620105904,0.010078491554675805,0.819472397544493,-2.6815910090697912e-05,2.423904874113641e-06,3.359851851297463e-05,1.9415369399168907e-05,1.50849952476228e-05,0.0008930437612127618,0.00084933688326958
BLK,2025-11-21 00:00:00-05:00,0.022367248340030788,-0.004337080224489753,-0.04085301178109668,0.013563752746978804,2.35038963099328,6.902473283588636e-06,9.349076819917945e-06,3.1389356155333484e-05,-8.87843718797799e-06,4.9444088723201484e-06,0.0008930437612127618,0.00084933688326958
LNG,2025-11-21 00:00:00-05:00,-0.01282604694447087,-0.032759138162132606,-0.04502998434625105,0.010525455167629849,-0.43247590948647935,2.42628827686467e-05,-6.183402855800329e-07,-3.144411288450123e-06,-1.0623469629469915e-05,1.1251841338999613e-06,0.0008603387289686266,0.00084933688326958
BP,2025-11-21 00:00:00-05:00,0.0072787881480393946,-0.019351297657334787,-0.015056097876802066,0.012122343896761914,0.5585466917890856,0.00015822885448987694,5.306558985114103e-05,2.8387535783045064e-05,-6.697548618088699e-05,2.782541583105077e-05,0.0010498687930438066,0.00084933688326958
JPM,2025-11-21 00:00:00-05:00,-0.0012065657147324327,-0.004642464787074085,-0.01841172122382262,0.012327427773571735,2.3812502977181134,0.00015649429907167243,6.268921297652701e-05,6.053569432690792e-05,-6.745063242078665e-05,-1.1736664180093783e-05,0.0010498687930438066,0.00084933688326958
MSFT,2025-11-21 00:00:00-05:00,-0.013188967362399273,-0.042095606492121185,-0.0728690947155779,0.014529331281887069,0.8013746397810403,-1.0458510613347737e-06,-6.954061363754328e-06,0.0004098138413811117,-6.484719292843292e-05,-6.013207711455795e-05,0.0011261715421826111,0.00084933688326958
NVDA,2025-11-21 00:00:00-05:00,-0.009743140680959717,-0.01367444044975552,-0.05936791537540431,0.029978345328268145,2.0820940488653337,2.4301601908402226e-05,9.240362963782175e-07,0.00029018710630561293,0.0004909022796893367,0.00018999949377446475,0.0018456514012437748,0.00084933688326958
HSBC,2025-11-21 00:00:00-05:00,0.020722344234318735,-0.009052985868242436,-0.04961409309880449,0.015655100468370355,0.982836842581633,-0.0003870029389492627,1.2607901932584313e-05,-3.047218120550186e-06,-0.00029734647272241447,-9.962730065563327e-06,0.00016458542534437417,0.00084933688326958
AZN,2025-11-21 00:00:00-05:00,0.02616147594542584,0.016192036837833657,0.021324372148342485,0.014484671774791288,1.7510177560634927,0.0002959722430380409,1.3066335704993596e-05,5.923561920397159e-05,-4.1345338757092105e-05,-4.471943470310472e-05,0.001131546307756389,0.00084933688326958
BATS.L,2025-11-23 19:00:00-05:00,-0.007333812249138205,0.00551158876575375,0.008896345858082633,0.013121855836371859,2.6069713032043342,2.4305861190303387e-05,0.00014970757410846694,1.0455960749745211e-05,-3.274529520814986e-05,0.0004643100048739638,0.0014653709889839099,0.00084933688326958
HSBC,2025-11-24 00:00:00-05:00,-0.00014504258067371545,-0.0027480827752899284,-0.03187312880585946,0.015659404394469265,-0.8788784102199261,4.7090043831329454e-05,-3.6071040112482537e-05,3.5236659720612062e-06,-4.4011496893232414e-05,4.047067290137087e-05,0.0008603387289686266,0.00084933688326958
LNG,2025-11-24 00:00:00-05:00,-0.004476876734527013,-0.024043475830228922,-0.049393636685981956,0.01048462471406302,2.6623305254918916,3.392757932518529e-05,-0.00015213993929551173,1.313729101330311e-05,-3.673831160794402e-05,0.00015100845236638928,0.0008585319550710018,0.00084933688326958
NVDA,2025-11-24 00:00:00-05:00,0.020516570501995846,-0.021284545467784022,-0.02170417776350142,0.02963002268841971,0.5317560300741003,-4.040435297542885e-05,2.850728124262955e-06,0.00014858421531219467,0.0006591734928454237,0.0002261104346677419,0.0018456514012437748,0.00084933688326958
MSFT,2025-11-24 00:00:00-05:00,0.003982048848293118,-0.025112588531011726,-0.0642433116609189,0.01392051156293291,1.1207214752916723,5.816539846491233e-05,9.696778285395383e-06,0.00027451452110559597,-4.192855182292446e-05,-2.3613487119948164e-05,0.0011261715421826111,0.00084933688326958
JPM,2025-11-24 00:00:00-05:00,-6.706668722555875e-05,-0.01737716424847391,-0.007890225330326794,0.011962497285990147,1.6725200874436033,0.00015640577330476306,5.306558985114103e-05,6.053569432690792e-05,-6.767098203321609e-05,-1.8041656753690435e-06,0.0010498687930438066,0.00084933688326958
SHEL,2025-11-24 00:00:00-05:00,-0.0005458344201602072,-0.005972510152676969,-0.028779815981840873,0.009475701170117005,-1.1316368470951657,3.902541947071174e-05,1.2598117503163971e-05,2.9683981818967754e-05,-2.8448600606202253e-05,-4.18570724875944e-05,0.0008603387289686266,0.00084933688326958
BLK,2025-11-24 00:00:00-05:00,0.0047008575163400845,0.004740392130314186,-0.004209807312039904,0.013756929504015998,1.3175781350767777,4.382994964149261e-05,-2.3181925025170788e-05,4.4339634991644935e-05,-6.298991881375308e-05,-7.314519739191167e-05,0.0007781894266718808,0.00084933688326958
BP,2025-11-24 00:00:00-05:00,-0.0019455168347639606,-0.0011126819103876029,-0.016164387742134023,0.012131021753717495,-0.5225414140391452,3.549761044081732e-05,-3.34847345617798e-05,2.3789400602403696e-06,-1.9671622388709884e-05,2.628165214847864e-05,0.0008603387289686266,0.00084933688326958
AAPL,2025-11-24 00:00:00-05:00,0.0163174457722548,0.027405480846174335,0.0316309812418325,0.00945056245539182,1.2816153449750947,0.00011521015260029787,2.8665453065673975e-05,-8.449182001753908e-05,1.2884518006286083e-05,-2.856142571153687e-05,0.0008930437612127618,0.00084933688326958
AZN,2025-11-24 00:00:00-05:00,0.005714248824905566,0.028430147657379834,0.023713591510105436,0.014445713856186343,0.5235076705084983,5.7463416434663156e-05,0.0001285998221623354,3.780993123783705e-05,-4.673327742101508e-05,5.901960865474749e-05,0.0010854963843381466,0.00084933688326958
BATS.L,2025-11-24 19:00:00-05:00,0.0281220732845191,0.03131726425922032,0.04505817444086602,0.014223346096592126,1.3731758473616253,9.375603957989889e-05,3.257544577791765e-05,-0.0004434124838720685,-5.874217806401977e-05,-0.00017197627590090456,0.0003015374307904036,0.00084933688326958
NVDA,2025-11-25 00:00:00-05:00,-0.02591070699981468,-0.015611140752594843,-0.01951914467939997,0.027419265079690114,1.5455793223972236,1.5193861704112435e-05,4.084199991200987e-06,0.00015993665057820568,0.0006373628563352622,0.0001797369493654135,0.0018456514012437748,0.00084933688326958
HSBC,2025-11-25 00:00:00-05:00,0.008121903013406317,0.028863301481701686,-0.0011495071974390036,0.012566212347122034,-1.0243608973469078,3.6577272796630004e-05,2.5147039317426788e-05,3.0251927887288156e-05,-3.342988171540673e-05,-4.754451258689159e-05,0.0008603387289686266,0.00084933688326958
BP,2025-11-25 00:00:00-05:00,-0.006126461198494804,-0.0008399382130129807,-0.027255383958287416,0.01200982390057348,-1.193760786788086,2.2339503362682567e-05,-2.5676782644831616e-05,2.331864112386201e-05,-4.000138521262877e-05,3.102186906996262e-05,0.0008603387289686266,0.00084933688326958
MSFT,2025-11-25 00:00:00-05:00,0.006307996275052741,-0.0030098498494055548,-0.03221466569875797,0.012914417023754642,0.08238775019979996,3.5841101500720194e-05,-3.34847345617798e-05,-3.89030105566933e-06,-4.996857039433562e-05,6.25043502101112e-05,0.0008603387289686266,0.00084933688326958
JPM,2025-11-25 00:00:00-05:00,0.016778494838244784,0.015483575079692002,0.011990261093210774,0.01256729553915538,0.4708004415458368,-1.9350508408488485e-05,1.3066335704993545e-05,1.035804967674277e-05,6.580595546645417e-06,3.3052405423288936e-05,0.0008930437612127618,0.00084933688326958
BLK,2025-11-25 00:00:00-05:00,0.01008355284114848,0.03753080685836996,0.010430404720934705,0.014167673460547297,-0.012834804353168146,3.823222009589917e-05,2.5147039317426788e-05,-8.608311506224752e-07,-1.5941621099852707e-05,-3.557496146380421e-05,0.0008603387289686266,0.00084933688326958
SHEL,2025-11-25 00:00:00-05:00,-0.005871914317412963,-0.005600273703620373,-0.03332883532339881,0.009476904881381913,0.9040494907720045,-2.633108650674626e-05,3.1680829499092456e-05,4.4583456576338365e-05,-2.7632454418643267e-05,-7.252328695117529e-05,0.0007991143414684454,0.00084933688326958
AZN,2025-11-25 00:00:00-05:00,0.018793720321158114,0.0514208112641108,0.041205970812518755,0.013843877513148044,0.23497518687921526,-3.401026527829225e-05,1.4651253115338567e-05,0.0004548921754415984,-1.1256976177793452e-05,0.00014790963294867586,0.001421522703319107,0.00084933688326958
LNG,2025-11-25 00:00:00-05:00,0.0016130698411429556,-0.015660251407555115,-0.0355361141540671,0.010007497406901449,0.34539693902378893,9.307197666478633e-05,6.17813737212583e-05,3.2636468454082183e-05,-3.425604465109031e-05,4.729813558519072e-05,0.0010498687930438066,0.00084933688326958
AAPL,2025-11-25 00:00:00-05:00,0.003805406428931457,0.04026291538292259,0.03563415604359643,0.009464042942466203,-0.42322592702689094,3.2415814371757035e-05,1.6072223013271517e-05,-5.615896543952344e-05,-1.465638388055608e-05,3.3329157634097574e-05,0.0008603387289686266,0.00084933688326958
BATS.L,2025-11-25 19:00:00-05:00,0.009967496481983584,0.030754666714111423,0.04409294417867771,0.01417314703727724,0.09290590083575903,6.491332502145783e-05,1.7002091498151538e-05,-7.289681285830561e-05,-4.5569550590596516e-05,7.337667496124234e-05,0.0008861626113015299,0.00084933688326958
BP,2025-11-26 00:00:00-05:00,0.0067246199972446075,-0.001389639735871917,-0.000556340955193857,0.01121048029818501,-1.6631032094115392,3.217475130370675e-05,-3.5234532409631846e-05,2.460419993601412e-05,-3.20066924362047e-05,2.1464119305162364e-05,0.0008603387289686266,0.00084933688326958
JPM,2025-11-26 00:00:00-05:00,0.015313555006774004,0.03227975202195266,0.014409690318112345,0.013045134343777853,-0.08183058342039694,2.657755684410216e-05,2.5147039317426788e-05,1.2692919940441219e-05,-1.6225086152776717e-05,-3.719058425014688e-05,0.0008603387289686266,0.00084933688326958
BLK,2025-11-26 00:00:00-05:00,0.009992478869004895,0.024972497136686034,0.025012829432319306,0.01371703752930681,-0.4782799896690515,3.815033408588853e-05,2.5147039317426788e-05,8.326693571092515e-06,-1.6145443683933898e-05,-4.447677759142736e-05,0.0008603387289686266,0.00084933688326958
LNG,2025-11-26 00:00:00-05:00,0.004294517633578021,0.0014111595432253488,-0.018271166493031954,0.008910396630457229,-0.8930361772627435,3.389234790987925e-05,-3.5234532409631846e-05,4.291300878574734e-06,-3.157375839947461e-05,3.962648771969911e-05,0.0008603387289686266,0.00084933688326958
NVDA,2025-11-26 00:00:00-05:00,0.013721660319353957,0.007714614047074075,-0.03356212428702565,0.026536577154155055,-0.6151126479722104,2.767568996506854e-05,1.5426053634770408e-06,0.0001128838993469333,0.00039274875572706345,2.6563348505010694e-08,0.0013842143970206275,0.00084933688326958
AAPL,2025-11-26 00:00:00-05:00,0.0020940411225383038,0.0223212559452457,0.03347479265750897,0.009461755889470493,-1.474108640328095,3.0760867072487875e-05,1.6072223013271517e-05,-2.5046206401612826e-05,-3.21446444961101e-05,2.1359606511010187e-05,0.0008603387289686266,0.00084933688326958
MSFT,2025-11-26 00:00:00-05:00,0.01784106572434263,0.028340263113599606,-0.0014602568181565356,0.01395815383608824,-0.22711654227645908,-0.00019925701152254588,1.9582783061866827e-05,-1.1693546047380616e-05,8.120563096073442e-06,-0.00010355200081653445,0.0005625376710410592,0.00084933688326958
SHEL,2025-11-26 00:00:00-05:00,0.008379128911820022,0.0019108369790845625,-0.003529177593295185,0.00956857051943065,-1.1796469620804704,3.217475130370675e-05,-3.5234532409631846e-05,2.460419993601412e-05,-3.20066924362047e-05,2.1464119305162364e-05,0.0008603387289686266,0.00084933688326958
HSBC,2025-11-26 00:00:00-05:00,0.015393463702204402,0.023491919490857383,0.020827342408421323,0.01295977048360939,-0.8855490681768876,-0.00019919436221564255,1.9582783061866827e-05,-8.936860669093785e-07,-8.934763482750482e-06,-9.735918352508509e-05,0.0005625376710410592,0.00084933688326958
AZN,2025-11-26 00:00:00-05:00,0.0008580205157404652,0.025494502140925412,0.048657174233033285,0.013673341086489592,-0.42538870025563363,6.465171997156562e-05,1.7002091498151538e-05,-7.58150964641109e-05,-1.5068780000889597e-05,4.605579302723294e-05,0.0008861626113015299,0.00084933688326958
BATS.L,2025-11-26 19:00:00-05:00,-0.0039017631293191135,0.03431840313457002,0.037532851022168634,0.01406392071170134,-1.5792396118786973,2.9574103495711247e-05,1.7002091498151518e-05,0.0001581344707216411,-2.8516669154986734e-05,-0.00020061724379770142,0.0008249136360323956,0.00084933688326958
BATS.L,2025-11-27 19:00:00-05:00,0.018663667247174054,0.024802992773335752,0.04589550747244986,0.01434324317887483,-1.0575456178313938,-9.547578020682627e-05,1.4651253115338567e-05,-0.00013326052624951806,-3.262188140546185e-05,-9.559929139347202e-05,0.0005070306571296405,0.00084933688326958
LNG,2025-11-28 00:00:00-05:00,0.01297445704282607,0.018965709493035776,0.001393133244332878,0.009436548890957996,-1.6739366424436097,2.8172922030765344e-05,2.339724146957475e-05,3.393644099430798e-05,-2.8594935908299534e-05,-4.590982288730193e-05,0.0008603387289686266,0.00084933688326958
HSBC,2025-11-28 00:00:00-05:00,0.008217651119406533,0.03205231053927604,0.053286060296159565,0.013060796691792548,-1.8799535626736292,3.3593598966604134e-05,1.7002091498151538e-05,-0.00021567828992036852,-4.033391609430327e-05,-0.0001368897105900233,0.0005070306571296405,0.00084933688326958
JPM,2025-11-28 00:00:00-05:00,0.017682960854886964,0.050603974996438206,0.04926597674751432,0.013328345529853515,-1.8188870101010612,-9.547578020682627e-05,1.4651253115338567e-05,-0.00013326052624951806,-3.262188140546185e-05,-9.559929139347202e-05,0.0005070306571296405,0.00084933688326958
BP,2025-11-28 00:00:00-05:00,0.0047313712079433135,0.005290967070908259,0.010638220616793204,0.010727297665535375,-1.8873174989593342,3.381783579983205e-05,1.0817113952000202e-06,2.828821036756197e-05,-2.9822594001695873e-05,-2.2363317861851514e-05,0.0008603387289686266,0.00084933688326958
BLK,2025-11-28 00:00:00-05:00,0.006961161593937781,0.027278406898155305,0.05519290100236174,0.013873955694237397,-1.404412073176963,3.3593598966604134e-05,1.7002091498151538e-05,-0.00021567828992036852,-4.033391609430327e-05,-0.0001368897105900233,0.0005070306571296405,0.00084933688326958
SHEL,2025-11-28 00:00:00-05:00,0.004903868178702142,0.007373935018148314,0.007649194995175579,0.009353813991089205,-2.7761754609125857,3.381783579983205e-05,1.0817113952000202e-06,2.828821036756197e-05,-2.9822594001695873e-05,-2.2363317861851514e-05,0.0008603387289686266,0.00084933688326958
AZN,2025-11-28 00:00:00-05:00,-0.006429473597119761,0.013111938610714802,0.04555706925602654,0.013933521936601915,-1.0536766803199609,2.5621985561554362e-05,7.020778711773819e-06,-0.00020560781571167582,-4.2521938320261295e-05,-0.00012681923638133057,0.0005070306571296405,0.00084933688326958
NVDA,2025-11-28 00:00:00-05:00,-0.01808494995412202,-0.030402666369972353,-0.020150596007827204,0.026487778654751812,-1.5431135341304612,2.6348521926507444e-05,-8.174594386920257e-07,0.00011470332646649486,0.0004001318420476853,-5.4887172509484086e-06,0.0013842143970206275,0.00084933688326958
MSFT,2025-11-28 00:00:00-05:00,0.013408876963182381,0.037995801193301704,0.028384543815685337,0.013355077859945849,-2.1036977993025463,2.5036182639355227e-05,1.7002091498151497e-05,-2.0731850369291126e-05,-3.597854061250083e-05,2.5673962543331867e-05,0.0008603387289686266,0.00084933688326958
AAPL,2025-11-28 00:00:00-05:00,0.004683906927485104,0.010618992944303463,0.04732396658597415,0.009425587863171336,-2.2178237966940575,3.223716880750921e-05,3.03644942142637e-06,-0.00020959214500202326,-3.71841336951737e-05,-0.00013080356567167807,0.0005070306571296405,0.00084933688326958
BATS.L,2025-11-30 19:00:00-05:00,-0.0029405988212861667,0.011705289387957452,0.05052429632841848,0.013647565238575979,-1.1717217780016689,3.316703729238919e-05,3.966317906306347e-06,-0.00020866227651714328,-4.090360763469361e-05,-0.00012987369718679806,0.0005070306571296405,0.00084933688326958
BLK,2025-12-01 00:00:00-05:00,-0.0070277036900304735,0.009875862029533167,0.02485415065821006,0.013655114054708475,-0.08825712212994603,2.5637535158077025e-05,1.063946116000025e-05,-4.110107482500762e-06,-2.032902616256592e-05,-8.360169739639046e-07,0.0008603387289686266,0.00084933688326958
BP,2025-12-01 00:00:00-05:00,0.011357336973463639,0.02297561575725493,0.014730372041131368,0.010767630228596054,-1.0063583436234795,3.4827474948777956e-05,2.339724146957475e-05,3.055195344686627e-05,-2.8480513731428727e-05,-4.929431043474364e-05,0.0008603387289686266,0.00084933688326958
AZN,2025-12-01 00:00:00-05:00,-0.023727400222957384,-0.029172042932446574,-0.005274762164105384,0.015418642180668676,0.9407406389280552,2.1014467013520838e-05,4.792340542493848e-05,5.660334268647916e-05,2.7274156445150986e-05,-1.2875833468771606e-05,0.0009892764213708975,0.00084933688326958
AAPL,2025-12-01 00:00:00-05:00,0.015241168753721723,0.02213237843735949,0.04276406603100824,0.009821382629629285,0.04239970804936633,-6.175465172770157e-05,1.6072223013271557e-05,-0.00017435637526460405,-4.7365204629764764e-05,4.317367827868375e-05,0.0006251065529394648,0.00084933688326958
HSBC,2025-12-01 00:00:00-05:00,0.002810524704184081,0.026614852787593568,0.03480280681180137,0.013006769484865894,-0.727053912278141,3.340833216354036e-05,1.7002091498151497e-05,-4.4429236974172216e-05,-3.543118439889994e-05,4.045184341042691e-05,0.0008603387289686266,0.00084933688326958
SHEL,2025-12-01 00:00:00-05:00,0.007320061543992118,0.020741681916721877,0.014194089848177383,0.009485761369464838,-0.9137803801071499,3.4827474948777956e-05,2.339724146957475e-05,3.055195344686627e-05,-2.8480513731428727e-05,-4.929431043474364e-05,0.0008603387289686266,0.00084933688326958
MSFT,2025-12-01 00:00:00-05:00,-0.010711203891482723,0.02044068051660619,0.03096669335845137,0.013182033043918533,-0.2415278680257312,2.5800631125802217e-05,2.005655230361897e-05,-5.2174636149175945e-05,-1.9994188505643687e-05,3.731348692444504e-05,0.0008603387289686266,0.00084933688326958
NVDA,2025-12-01 00:00:00-05:00,0.01649722145253496,0.011809700245336785,0.005813983742445128,0.02697042942691073,-0.4741479201993032,-8.475330612733075e-05,2.921818038510462e-06,5.340507616522277e-05,0.0002866680340169037,-0.000293058272192598,0.0008145202331702881,0.00084933688326958
LNG,2025-12-01 00:00:00-05:00,0.010697475082594332,0.028207499272841607,0.02525548633287711,0.009752111272932983,-0.6077550444992554,3.654507155495046e-05,2.339724146957475e-05,1.0239054389426881e-05,-2.804757969469864e-05,-3.1131942020206887e-05,0.0008603387289686266,0.00084933688326958
JPM,2025-12-01 00:00:00-05:00,-0.01328726496599364,0.01953800839508313,0.036574797305853,0.013630244836284701,-0.08650343025161383,2.5800631125802217e-05,2.005655230361897e-05,-5.2174636149175945e-05,-1.9994188505643687e-05,3.731348692444504e-05,0.0008603387289686266,0.00084933688326958
BATS.L,2025-12-01 19:00:00-05:00,-0.0031759424712038964,0.012442482339196204,0.018544313763490416,0.013692937508306809,-0.8933964639964852,3.72852302538566e-05,2.831509243052065e-06,7.675285750544471e-06,-3.43390279489438e-05,-2.451151599462722e-06,0.0008603387289686266,0.00084933688326958
AAPL,2025-12-02 00:00:00-05:00,0.010914857899228636,0.03112958035826785,0.03722089197549883,0.009840337267259497,0.804109580123369,3.751891697141988e-05,4.2695815182707114e-05,0.0004152774490833737,-2.4510784161220326e-05,0.00010120442297324664,0.001421522703319107,0.00084933688326958
MSFT,2025-12-02 00:00:00-05:00,0.00669764110414528,0.009268795056642576,0.03375527426160341,0.013354630885962577,-1.0674653279067197,3.1264173883152916e-05,3.96631790630631e-06,-1.7100324513507604e-05,-3.6433809976020366e-05,2.930548839911538e-05,0.0008603387289686266,0.00084933688326958
BP,2025-12-02 00:00:00-05:00,-0.004108400933373169,0.011967723393362606,0.012531349619927079,0.010629772207044655,-1.361075106492496,3.381783579983205e-05,1.0817113952000202e-06,2.828821036756197e-05,-2.9822594001695873e-05,-2.2363317861851514e-05,0.0008603387289686266,0.00084933688326958
JPM,2025-12-02 00:00:00-05:00,-0.0033665980797311645,0.000780132091339869,0.03315435682385015,0.01359144928297696,-0.3157888390257774,3.2224935666462693e-05,-1.7248070923724774e-05,-3.679523900816531e-05,-1.9872664100981677e-05,5.269288406545567e-05,0.0008603387289686266,0.00084933688326958
SHEL,2025-12-02 00:00:00-05:00,-0.004709978275064808,0.007492104548785905,0.009968533307051164,0.009405944248181865,-0.4508134103773823,3.547278309910122e-05,1.0817113952000202e-06,-2.8245486703486535e-06,-1.2334333386141851e-05,-1.0393766738764134e-05,0.0008603387289686266,0.00084933688326958
LNG,2025-12-02 00:00:00-05:00,-0.006692314043242331,0.016959063156737342,0.022973882618905872,0.009527842445414506,-0.926573488847151,2.6478391598232614e-05,2.7784281690096176e-05,2.993631871048405e-05,-2.8289876085543866e-05,-4.490727021422221e-05,0.0008603387289686266,0.00084933688326958
HSBC,2025-12-02 00:00:00-05:00,0.00896860123562826,0.020118987420038925,0.04423499908270223,0.013086937746379281,-0.503586084992563,6.456983396155499e-05,1.7002091498151538e-05,-6.66275717423959e-05,-1.5272602584970795e-05,3.7153976899609785e-05,0.0008861626113015299,0.00084933688326958
AZN,2025-12-02 00:00:00-05:00,-0.0038665321155630927,-0.03375483857886896,-0.014750857994304312,0.01525319729657739,0.9939600877902162,6.010002290487982e-05,6.594803808919358e-05,6.681587015702168e-05,-1.9309696557705505e-05,2.697767518083798e-05,0.0010498687930438066,0.00084933688326958
NVDA,2025-12-02 00:00:00-05:00,0.008559374639807826,0.006657151049182852,-0.005970944745898765,0.026427394315579094,-0.5657642330980263,3.499632174979049e-05,1.5426053634770408e-06,0.00010883333293278226,0.0003886981893129124,8.070643920851436e-07,0.0013842143970206275,0.00084933688326958
BLK,2025-12-02 00:00:00-05:00,-0.0012692968866663268,-0.0013846134068554727,0.01876424093610951,0.0134082253045878,-0.9789419514416005,3.3924549151558796e-05,-3.34847345617798e-05,2.4304174376436003e-05,-3.6956060420182715e-05,2.3213917153014413e-05,0.0008603387289686266,0.00084933688326958
BATS.L,2025-12-02 19:00:00-05:00,-0.011834338598053051,-0.017869266020083208,-0.003442666241045611,0.013406899730158425,-0.8689606412359473,1.9981581068183753e-05,-4.852973102015286e-06,5.612451549394804e-06,-4.526946899131681e-05,3.55302551748001e-05,0.0008603387289686266,0.00084933688326958
NVDA,2025-12-03 00:00:00-05:00,-0.010305343286772684,0.014632786704906087,0.009953863236328742,0.025266104066408064,-0.8194000943941943,2.3761314017057662e-05,5.3657817278085165e-06,8.377167553604817e-06,-3.629796325515392e-05,-7.289066036609362e-06,0.0008432541172762874,0.00084933688326958
JPM,2025-12-03 00:00:00-05:00,0.01380411575507634,-0.0030342887653179718,0.030132073480701793,0.013944486808381068,0.30078174204230385,-6.9980460923665735e-06,-7.626202610630903e-05,-0.00013010641431475306,-9.2627764319371e-05,-0.00027866098969940394,0.00026468164273737613,0.00084933688326958
AZN,2025-12-03 00:00:00-05:00,0.007541314394857723,-0.020168277846878246,-0.02563276967402328,0.015260075289802355,1.170054195089799,6.010002290487982e-05,6.594803808919358e-05,6.681587015702168e-05,-1.9309696557705505e-05,2.697767518083798e-05,0.0010498687930438066,0.00084933688326958
