symbol,timestamp,ret_1d,ret_3d,ret_5d,vol_20d,vol_zscore
AAPL,2025-03-07 00:00:00-05:00,0.015892618029543115,0.013309113195635547,-0.011453785937942995,0.014137299386121497,0.07637028430943418
AAPL,2025-03-09 23:00:00-05:00,-0.04847960193409895,-0.03503862846368078,-0.044322109364165474,0.017185141261311508,2.6694716118938993
AAPL,2025-03-10 23:00:00-05:00,-0.029189307576519274,-0.06157307835918868,-0.06395958107148358,0.018390056721372297,2.495827940968506
AAPL,2025-03-11 23:00:00-05:00,-0.017478794721086044,-0.09239979329203318,-0.07957922704363318,0.017874990146192687,1.1434206695800244
AAPL,2025-03-12 23:00:00-05:00,-0.03364362421842482,-0.07824861327652277,-0.10899589063885307,0.01833805255230483,0.9442049966895014
AAPL,2025-03-13 23:00:00-05:00,0.018170600884615862,-0.03328200790243829,-0.10699795104474419,0.01823045217904092,0.790893485888972
AAPL,2025-03-16 23:00:00-05:00,0.0023888377184628773,-0.01373393338099227,-0.059257912124686785,0.017814514790189574,-0.2975907948333188
AAPL,2025-03-17 23:00:00-05:00,-0.006121524714690296,0.014355199678942832,-0.036904600215937,0.017759591126697078,-0.7604445088247209
AAPL,2025-03-18 23:00:00-05:00,0.011989259503216276,0.008197021701926266,-0.008019170251139074,0.018164296531550304,0.20791827830138365
AAPL,2025-03-19 23:00:00-05:00,-0.005296311389961228,0.00046734220940103377,0.02107981600844533,0.018008424448138195,-0.4410252216965879
AAPL,2025-03-20 23:00:00-05:00,0.019476821228993524,0.02623539108869921,0.0223897686114225,0.01891260595652988,2.9625352179566002
AAPL,2025-03-23 23:00:00-05:00,0.01127043423393781,0.025506446661260895,0.03144858198271283,0.019109802876283898,-0.7792395186151934
AAPL,2025-03-24 23:00:00-05:00,0.013681926441879266,0.04507237917531315,0.052000633487746084,0.01955795820859988,-1.3908285194312726
AAPL,2025-03-25 23:00:00-05:00,-0.009921916468981107,0.014935540248720125,0.0292231476727991,0.018894687447809765,-1.308428140042699
AAPL,2025-03-26 23:00:00-05:00,0.010472666089927918,0.014134880786301096,0.045539360051695565,0.019035700009369005,-1.0986025568911484
AAPL,2025-03-27 23:00:00-05:00,-0.02658027683405184,-0.026145313280837912,-0.0016951702798756463,0.01901578854235171,-0.8413089948355591
AAPL,2025-03-30 23:00:00-05:00,0.019412605542204586,0.002708533924199008,0.006342609394370147,0.019588678944736666,0.7787363601601062
AAPL,2025-03-31 23:00:00-05:00,0.004771951175297495,-0.0029483786140569457,-0.0025028553668339226,0.01962156287441735,-1.0241536984327255
AAPL,2025-04-01 23:00:00-05:00,0.00313635061160511,0.027489685123185836,0.010653262664066743,0.019660151564265274,-0.9951382450638045
AAPL,2025-04-02 23:00:00-05:00,-0.09245610910922164,-0.08526539536867561,-0.09229390846483443,0.028138786493400146,2.462714841505295
AAPL,2025-04-03 23:00:00-05:00,-0.07288740460316123,-0.1559657169897537,-0.1354749340360123,0.031187299340846648,2.6640640676337406
AAPL,2025-04-06 23:00:00-05:00,-0.03673428915114274,-0.18951268876960525,-0.18309098034988103,0.030555811941009075,2.8695393558006415
AAPL,2025-04-07 23:00:00-05:00,-0.04981818543870231,-0.15143464487660196,-0.22747436001304233,0.03154230466884434,1.5304722023601278
AAPL,2025-04-08 23:00:00-05:00,0.1532885145813383,0.05557909880035106,-0.11184063136247302,0.048487746396164426,2.514559342765559
AAPL,2025-04-09 23:00:00-05:00,-0.042393706588289004,0.049377318034404816,-0.06284752782031022,0.048814605729655326,1.023755332211334
AAPL,2025-04-10 23:00:00-05:00,0.04059432148267894,0.14922855973990012,0.05186311323515058,0.049594835946099085,0.24802444075013952
AAPL,2025-04-13 23:00:00-05:00,0.022054129970375813,0.018456163320468066,0.11605866059335623,0.04989271119423295,0.4938359587276523
AAPL,2025-04-14 23:00:00-05:00,-0.0018763720389344263,0.06154812018939193,0.1723698583340385,0.04988150532281175,-0.6087749108642825
AAPL,2025-04-15 23:00:00-05:00,-0.03893343751718448,-0.019581039682335488,-0.02303243684293632,0.05045889236842891,-0.4320261730910589
AAPL,2025-04-16 23:00:00-05:00,0.013949632775603904,-0.02735538595284659,0.03445007485021501,0.05061488071852098,-0.6035400523181532
AAPL,2025-04-20 23:00:00-05:00,-0.01939288106103787,-0.04442475259238865,-0.025182929943609267,0.05045342118034232,-0.664487139446256
AAPL,2025-04-21 23:00:00-05:00,0.034065159439442105,0.02815674703551485,-0.013727023439189967,0.051091791735886176,-0.5412421434716452
AAPL,2025-04-22 23:00:00-05:00,0.024331664923032736,0.03868424865420805,0.012169847349348561,0.051338245543125216,-0.571812543661849
AAPL,2025-04-23 23:00:00-05:00,0.01842606569855887,0.07874304849485081,0.07257935682591143,0.051535178054897955,-0.7209325110878073
AAPL,2025-04-24 23:00:00-05:00,0.004367266581963847,0.04776202647461747,0.062442908390391016,0.051476526204333746,-0.9290315207671413
AAPL,2025-04-27 23:00:00-05:00,0.004109335285442661,0.027077135236083905,0.08790648356389474,0.05116591848554705,-0.9149535457943114
AAPL,2025-04-28 23:00:00-05:00,0.005091803503481929,0.013629604505011272,0.05742455359497223,0.050970957664383816,-0.9072068386119223
AAPL,2025-04-29 23:00:00-05:00,0.006107713788649383,0.015386102224992149,0.038611844730348954,0.05098022800341375,-0.5903570499264089
AAPL,2025-04-30 23:00:00-05:00,0.0038588679064202047,0.015132821942872354,0.023755916861822435,0.05098375464671184,-0.5098209661118258
AAPL,2025-05-01 23:00:00-05:00,-0.03736171359938467,-0.02774481218747471,-0.018778613868803418,0.047137598035348637,0.4936151972770275
AAPL,2025-05-04 23:00:00-05:00,-0.03145849867088735,-0.0640470335596931,-0.05353570466548774,0.04453299302195275,-0.18079456629013135
AAPL,2025-05-05 23:00:00-05:00,-0.0019106952436467317,-0.06942631536713662,-0.06012974415439787,0.043542164450112164,-0.5307718703715397
AAPL,2025-05-06 23:00:00-05:00,-0.011384769833375552,-0.04431463986311901,-0.07647060391711424,0.04179194624243188,-0.0010599520627388212
AAPL,2025-05-07 23:00:00-05:00,0.0063184946335548275,-0.00703908749752491,-0.07420779819957612,0.023826349822074686,-0.4889728606202541
AAPL,2025-05-08 23:00:00-05:00,0.005266076204561099,0.00010080819324564949,-0.033211635946315377,0.021655178164497697,-1.1013975826618347
AAPL,2025-05-11 23:00:00-05:00,0.0631462266329994,0.07549769418791796,0.061221847268167595,0.02419206685876917,0.4093086789979372
AAPL,2025-05-12 23:00:00-05:00,0.010152256278603833,0.07959500714728818,0.07404782149406541,0.0238540748330939,-0.14065249615992886
AAPL,2025-05-13 23:00:00-05:00,-0.0028178284904083473,0.07091338209942633,0.0833550872588571,0.02386480581440771,-0.31101344971345823
AAPL,2025-05-14 23:00:00-05:00,-0.004144455183460405,0.003131086642230052,0.07209116835798723,0.021845538038910324,-0.553522247364893
AAPL,2025-05-15 23:00:00-05:00,-0.0008985807760552023,-0.007842940405717203,0.06551671562222205,0.021760922741241324,0.10217672570187315
AAPL,2025-05-18 23:00:00-05:00,-0.01173910308788051,-0.016719257918555996,-0.009535585344109032,0.021395942476094092,-0.48365236384054305
AAPL,2025-05-19 23:00:00-05:00,-0.009196227967492532,-0.021707241283979828,-0.028506968127421928,0.020377801194719696,-0.6877655264388653
AAPL,2025-05-20 23:00:00-05:00,-0.023059151208633444,-0.043406265192931226,-0.04822683931893246,0.02040130905811597,0.41673899482445365
AAPL,2025-05-21 23:00:00-05:00,-0.003612269777481525,-0.035539842618852346,-0.04771821154801403,0.019922999746021446,-0.4182302188597538
AAPL,2025-05-22 23:00:00-05:00,-0.03024421041472658,-0.05602819867544284,-0.0756886539253957,0.0208710183590424,1.5115984681315682
AAPL,2025-05-26 23:00:00-05:00,0.0252982519087801,-0.009302723960574855,-0.04104795574643039,0.02177902313403558,0.028219465475913485
AAPL,2025-05-27 23:00:00-05:00,0.0010488493588676207,-0.004668224867892201,-0.031132230632167635,0.021727171220029325,-0.7511114533304377
AAPL,2025-05-28 23:00:00-05:00,-0.002345059699954133,0.023966727873651505,-0.010589312747912749,0.02163639252934299,-0.33225914895908265
AAPL,2025-05-29 23:00:00-05:00,0.004501165153201203,0.003196649669803042,-0.002532690825291062,0.021647198860478015,0.9297042041926019
AAPL,2025-06-01 23:00:00-05:00,0.0042319709002895944,0.006386600757496197,0.03292867395977028,0.020085834951749225,-1.5720355996136526
AAPL,2025-06-02 23:00:00-05:00,0.007783811173800448,0.016604121381494474,0.015283888152470393,0.0187921371748215,-0.551769994679579
AAPL,2025-06-03 23:00:00-05:00,-0.00221371113762725,0.009808339406685018,0.01197493364107416,0.01879500065806666,-0.7557300201181841
AAPL,2025-06-04 23:00:00-05:00,-0.010797728543074703,-0.005304817987695887,0.0034009381180986065,0.01877458805925042,0.3452841794451305
AAPL,2025-06-05 23:00:00-05:00,0.016398234140678536,0.0031977248453642915,0.01528497628252401,0.019048725774438897,-0.4356618978762755
AAPL,2025-06-08 23:00:00-05:00,-0.01211253159956327,-0.006754781294391443,-0.0012394207828632098,0.019279096075168763,1.7786665524171648
AAPL,2025-06-09 23:00:00-05:00,0.006056021902935305,0.010167851751226031,-0.0029517402245938795,0.012688354675664487,0.1886160370100967
AAPL,2025-06-10 23:00:00-05:00,-0.01919373183369144,-0.02520594033168655,-0.01991920136826597,0.012917755291043062,0.7189372874470313
AAPL,2025-06-11 23:00:00-05:00,0.0021128663073402,-0.011169085103104326,-0.007127655617800599,0.012975425153055036,-0.7977916778923598
AAPL,2025-06-12 23:00:00-05:00,-0.013805194198080128,-0.030690248995135394,-0.036631985412742485,0.013194085542650981,-0.15283021386209544
AAPL,2025-06-15 23:00:00-05:00,0.010028022576847206,-0.0018110172743186492,-0.015040961737418201,0.013533226759443424,-0.8475216200390269
AAPL,2025-06-16 23:00:00-05:00,-0.014010737856372857,-0.01787148768555502,-0.0346869217667507,0.013619311781640801,-1.1516879943048823
AAPL,2025-06-17 23:00:00-05:00,0.004804711390223426,0.0006616852557592701,-0.011067567106024856,0.01365231921247356,-0.6048412201075258
AAPL,2025-06-19 23:00:00-05:00,0.022484522595249246,0.01300267186423154,0.009036148046458692,0.01383208808925099,2.8138511426461386
AAPL,2025-06-22 23:00:00-05:00,0.002487626530422782,0.029953046322548138,0.02570632818934837,0.013819653800608109,0.07674792905844144
AAPL,2025-06-23 23:00:00-05:00,-0.0059553368706062315,0.018923694689148673,0.00947486474029291,0.011951273752739326,0.04458788474407387
AAPL,2025-06-24 23:00:00-05:00,0.006290573788700682,0.0027861417140735423,0.030259740005979197,0.010628352203359342,-0.915604827000738
AAPL,2025-06-25 23:00:00-05:00,-0.0027784006959959973,-0.002481453600611916,0.022484522595249246,0.010650291975972519,-0.14639317801637045
AAPL,2025-06-26 23:00:00-05:00,0.0003980202448676806,0.0038941065624817917,0.0003980202448676806,0.010633463438919149,1.2911087005376076
AAPL,2025-06-29 23:00:00-05:00,0.020340156705265455,0.017910230589657683,0.01821333823047322,0.011513447320729767,2.1994950448044372
AAPL,2025-06-30 23:00:00-05:00,0.01291615425542747,0.03393038905870349,0.037543660789957745,0.011796954373167868,1.277448808786656
AAPL,2025-07-01 23:00:00-05:00,0.022230762139012095,0.0564949432301578,0.05397891498536889,0.012612139516483621,0.5734790005132276
AAPL,2025-07-02 23:00:00-05:00,0.005225067743489742,0.04084426541487396,0.062437904429496704,0.012582169254582071,-1.3171421741057925
AAPL,2025-07-06 23:00:00-05:00,-0.016857955249283796,0.010249224546369673,0.04411179614870919,0.012989597947522085,-0.4219404869081332
AAPL,2025-07-07 23:00:00-05:00,0.00028578971805215403,-0.01143853147906626,0.023590207345169256,0.012565378091920468,-0.8273923125800707
AAPL,2025-07-08 23:00:00-05:00,0.00538068961510163,-0.011285489348630717,0.015975334405065933,0.012167013925582918,-0.43050739905935576
AAPL,2025-07-09 23:00:00-05:00,0.006014977043711456,0.011717087115246327,-0.0001412199924609725,0.012166372145621406,-0.642534850000454
AAPL,2025-07-10 23:00:00-05:00,-0.005884853456365136,0.00547592563697652,-0.011191832052705908,0.011251559826608588,-0.8348343916067317
AAPL,2025-07-13 23:00:00-05:00,-0.01202881464197092,-0.011935227758522293,-0.006334859754376754,0.011749239431599293,-0.8631391247817186
AAPL,2025-07-14 23:00:00-05:00,0.0023488288655426626,-0.015535961293633882,-0.004285475363540403,0.011116360705579175,-0.6387449727281173
AAPL,2025-07-15 23:00:00-05:00,0.00502133715468478,-0.004735650592016083,-0.004641372853910974,0.011010037951241359,-0.36771822537495963
AAPL,2025-07-16 23:00:00-05:00,-0.0006662490332220994,0.006710793024756745,-0.01125182713872852,0.010311178056673535,-0.3672372732584295
AAPL,2025-07-17 23:00:00-05:00,0.00552328064027563,0.00989905919670142,9.471735667299086e-05,0.010316836489036679,-0.32778299719734294
AAPL,2025-07-20 23:00:00-05:00,0.006155827878369324,0.011039056002898784,0.018502506157741516,0.009347525235402119,-0.07675000937845751
AAPL,2025-07-21 23:00:00-05:00,0.0090362347501034,0.02085518603521952,0.02529768509841812,0.009449322245314307,-0.3825577546604149
AAPL,2025-07-22 23:00:00-05:00,-0.00116607488069298,0.01406383330744787,0.01898544176378092,0.009265330086614551,-0.31802091689911954
AAPL,2025-07-23 23:00:00-05:00,-0.0018212004700021156,0.0060241085240522185,0.017807778446711664,0.00930908398163598,-0.4115034547217479
AAPL,2025-07-24 23:00:00-05:00,0.0005614633154649162,-0.002425364432277033,0.012785342501510533,0.009229899011090037,-0.7588502106630348
AAPL,2025-07-27 23:00:00-05:00,0.0007948587409905006,-0.0004669030766620841,0.007389050184256618,0.00922409479123879,-0.8384600969339927
AAPL,2025-07-28 23:00:00-05:00,-0.012987668901023652,-0.011648521818525825,-0.014598900908454171,0.008965863971845475,0.36895839442865624
AAPL,2025-07-29 23:00:00-05:00,-0.010507862911703691,-0.022582767579743646,-0.023815055828441234,0.008926503194798426,-0.0733143457635706
AAPL,2025-07-30 23:00:00-05:00,-0.007079609380583052,-0.03027329553454583,-0.028957601043009706,0.007421313706754211,3.6716131163465957
AAPL,2025-07-31 23:00:00-05:00,-0.025003594915492866,-0.04207878566670853,-0.05376842614895061,0.008974109260894004,3.492664579925665
AAPL,2025-08-03 23:00:00-05:00,0.004792936108565904,-0.027266176825878174,-0.0499883237564801,0.008460411941495789,1.4365144245705361
AAPL,2025-08-04 23:00:00-05:00,-0.0021146353111313188,-0.022402143158964383,-0.03952289334480075,0.00844984672050437,-0.4420704631247012
AAPL,2025-08-05 23:00:00-05:00,0.050906796025055545,0.053710789266681935,0.020090894082931632,0.01445250280947096,2.596758929172725
AAPL,2025-08-06 23:00:00-05:00,0.03179362965799237,0.08202599838917135,0.06002786943502647,0.016025282127871073,1.5136943694528775
AAPL,2025-08-07 23:00:00-05:00,0.04235791290787305,0.13024842462205055,0.1332641144586626,0.01826821211696788,2.125019940751311
AAPL,2025-08-10 23:00:00-05:00,-0.008337431911761617,0.06653136089498268,0.11845491909876915,0.018112582977029106,0.00950824846338744
AAPL,2025-08-11 23:00:00-05:00,0.010872426196794072,0.04490579648204007,0.13301114303207284,0.01816000338265815,-0.2726326105447849
AAPL,2025-08-12 23:00:00-05:00,0.016024457949132653,0.018507973443478543,0.09540354749218216,0.018329539702439297,0.2710986310508861
AAPL,2025-08-13 23:00:00-05:00,-0.002357183544672292,0.02465011376525661,0.059147341932605624,0.018363138204471042,-0.4859828996245903
AAPL,2025-08-14 23:00:00-05:00,-0.005112168105708692,0.008447657405681985,0.010912652576624104,0.018511925257406765,-0.33095113108783486
AAPL,2025-08-17 23:00:00-05:00,-0.0030225322092914952,-0.01045729360766623,0.01633072474078867,0.018591198281704045,-1.0569395498632563
AAPL,2025-08-18 23:00:00-05:00,-0.001429256279357305,-0.00953690041452171,0.003962618199831125,0.018600570468656197,-0.9515987365764941
AAPL,2025-08-19 23:00:00-05:00,-0.019734624185850036,-0.02409432358162722,-0.03137194628213669,0.019314276177225302,-0.8198735537804615
AAPL,2025-08-20 23:00:00-05:00,-0.00491125292837713,-0.02594312491412787,-0.03385173485515358,0.01936657039082621,-1.2199689473290916
AAPL,2025-08-21 23:00:00-05:00,0.012716733406805902,-0.012144404497624328,-0.016537861156490696,0.019483811929106618,-0.7639168872868299
AAPL,2025-08-24 23:00:00-05:00,-0.002634317288807808,0.005088310509800076,-0.016154908995218764,0.0195228367630046,-1.183225334105717
AAPL,2025-08-25 23:00:00-05:00,0.009464698502091418,0.019608724671593913,-0.005421604418898385,0.019184916970746473,-0.27875407274912256
AAPL,2025-08-26 23:00:00-05:00,0.005145899965005141,0.01198636831501676,0.019822204453390002,0.01886416541467504,-1.12487806144315
AAPL,2025-08-27 23:00:00-05:00,0.008980857430412437,0.023771813398203667,0.03405961056646589,0.018658361995142456,-0.785691876791985
AAPL,2025-08-28 23:00:00-05:00,-0.0018060207961333452,0.012341354511065328,0.019230791154225102,0.017306939255566235,-0.6613643153399468
AAPL,2025-09-01 23:00:00-05:00,-0.010424709383172859,-0.0033407188661885856,0.01126961138297311,0.01774182310637678,-0.41415716409677
AAPL,2025-09-02 23:00:00-05:00,0.038089871578786294,0.02541281882680302,0.039945965985560106,0.01897105594203104,0.4600941829288493
AAPL,2025-09-03 23:00:00-05:00,0.005493288226302795,0.03291116603798727,0.04030538149029428,0.016108495172907605,-0.22285669487173054
AAPL,2025-09-04 23:00:00-05:00,-0.00037531045761318715,0.04340065224545975,0.03065874475545316,0.014969345165822821,0.23535700339111917
AAPL,2025-09-07 23:00:00-05:00,-0.007551402650500583,-0.0024741189125764285,0.024726502953227758,0.012226003560077643,0.15697749938333652
AAPL,2025-09-08 23:00:00-05:00,-0.014839412310012845,-0.02264570559034862,0.020154983095473256,0.012594959840724063,1.5903180337237015
AAPL,2025-09-09 23:00:00-05:00,-0.03225948363240483,-0.053819539032126884,-0.048978959197117033,0.014480551176353244,2.42516418762773
AAPL,2025-09-10 23:00:00-05:00,0.014286344459361944,-0.03299987171425067,-0.04066226371190562,0.014380860677151839,0.17820809326867695
AAPL,2025-09-11 23:00:00-05:00,0.01756299165387709,-0.0011947739653460632,-0.02344691247006414,0.014933003982312303,0.5786134174157923
AAPL,2025-09-14 23:00:00-05:00,0.011235905200573493,0.043696827595217425,-0.004960510718537647,0.015063297381186754,-0.34669871637365657
AAPL,2025-09-15 23:00:00-05:00,0.006125886829152938,0.035299747434472506,0.01621502229480032,0.015067246227612343,1.0820252459478756
AAPL,2025-09-16 23:00:00-05:00,0.0035272576825344792,0.02101936189099818,0.05379433566252256,0.015054571687444035,-0.1847211139109133
AAPL,2025-09-17 23:00:00-05:00,-0.004644576907643083,0.004985240055266127,0.0341260262010008,0.01427071135844357,-0.36064344344901406
AAPL,2025-09-18 23:00:00-05:00,0.032032913063739565,0.03086289544642029,0.048831476821508124,0.0155710144321349,3.7989376939000397
AAPL,2025-09-21 23:00:00-05:00,0.04309570046510092,0.07150916507474991,0.08187575061229824,0.017744169614265302,1.5378582764424404
AAPL,2025-09-22 23:00:00-05:00,-0.00644325892472386,0.06957286752550917,0.06836029079256711,0.01786205369861041,-0.003288631419796536
AAPL,2025-09-23 23:00:00-05:00,-0.00833236483994404,0.027739312132648797,0.05573447552964628,0.01811324678147138,-0.5849707405173545
AAPL,2025-09-24 23:00:00-05:00,0.018072960876120314,0.0030849557189596144,0.07983007724240343,0.018349891056956065,-0.19768140964757006
AAPL,2025-09-25 23:00:00-05:00,-0.0054890828406448655,0.0040482823569638615,0.04057030245921478,0.01849391143071575,-0.5300006721794085
AAPL,2025-09-28 23:00:00-05:00,-0.004031959845059219,0.008402376506518872,-0.00644325892472386,0.018542822238030266,-0.7382822030796856
AAPL,2025-09-29 23:00:00-05:00,0.0007861004710238984,-0.00872027755143201,0.0007861004710238984,0.01822649599485622,-0.8047713012521505
AAPL,2025-09-30 23:00:00-05:00,0.003220330351537015,-3.916149440985617e-05,0.012445023643147701,0.01651386481755015,-0.3937919943660308
AAPL,2025-10-01 23:00:00-05:00,0.006576638338942287,0.010611966160040565,0.0010122531146523617,0.01652226752225241,-0.5914599972234957
AAPL,2025-10-02 23:00:00-05:00,0.0034612513299712155,0.01331338204507615,0.010021097582492144,0.016495594267251796,-0.3577715429910876
AAPL,2025-10-05 23:00:00-05:00,-0.0051546117135026215,0.00485418259346293,0.008882605154369783,0.016417156208576672,-0.5017385763435825
AAPL,2025-10-06 23:00:00-05:00,-0.0008180341665524615,-0.002527836135202577,0.007265492834949372,0.015863056439612347,-0.85822199538025
AAPL,2025-10-07 23:00:00-05:00,0.00616028826380699,0.0001550917877004565,0.01021730517948094,0.013274407837407765,-0.6347589261775218
AAPL,2025-10-08 23:00:00-05:00,-0.01557785637436726,-0.010323783968529732,-0.012017319681101646,0.014018548895233426,-0.5492181139452553
AAPL,2025-10-09 23:00:00-05:00,-0.034522058162621216,-0.04370716364716509,-0.04941472976558292,0.01623756781608693,0.23029966139537658
AAPL,2025-10-12 23:00:00-05:00,0.00974434142079006,-0.04030074381614113,-0.03517862277033912,0.016198537277121144,-0.5549471417533682
AAPL,2025-10-13 23:00:00-05:00,0.00044415864468594357,-0.02468110746814034,-0.03395983515395884,0.01617937149357991,-0.5925229547691369
AAPL,2025-10-14 23:00:00-05:00,0.006336529564029414,0.01659394481957399,-0.03379062138483535,0.016204540162667584,-0.6182010475433383
AAPL,2025-10-15 23:00:00-05:00,-0.007580006053321875,-0.0008479224112450945,-0.025940739056413253,0.016283336756922555,-0.41773566613179985
AAPL,2025-10-16 23:00:00-05:00,0.019559441912186948,0.018242673326047232,0.028621445858279637,0.015284744783373426,0.14074832285756797
AAPL,2025-10-19 23:00:00-05:00,0.03943876231500254,0.05173654439124076,0.05887100200944473,0.01477398857954569,3.3234029923315482
AAPL,2025-10-20 23:00:00-05:00,0.0020210237725979407,0.06191142397176308,0.06053995748646801,0.014661530902539972,0.09649427539375065
AAPL,2025-10-21 23:00:00-05:00,-0.016440156296572916,0.02441642071371075,0.03653647083498912,0.015060641418897819,-0.04406358164796034
AAPL,2025-10-22 23:00:00-05:00,0.004372103072468825,-0.010143442599080843,0.04901989225721737,0.014561377297235846,-0.9003559137259479
AAPL,2025-10-23 23:00:00-05:00,0.012481878875396424,0.0001904184416192667,0.04173782109089785,0.014717843297385498,-0.4450958325711942
