symbol,timestamp,open,high,low,close,volume,ingest_date
JPM,2025-01-02 00:00:00-05:00,234.8662717490942,237.16697135432236,233.43320803999086,233.96939086914062,9220900,2026-01-26
JPM,2025-01-03 00:00:00-05:00,237.7616497394955,238.72677885464952,234.2228578593043,237.16697692871094,9491100,2026-01-26
JPM,2025-01-06 00:00:00-05:00,238.80340800929375,240.7534289353331,235.7461019925236,236.01068115234375,9917800,2026-01-26
JPM,2025-01-07 00:00:00-05:00,237.2747542889821,240.33206029657904,236.0596638477121,238.2840576171875,8753400,2026-01-26
JPM,2025-01-08 00:00:00-05:00,237.8725034781478,239.3423644677141,235.66771199379835,238.244873046875,8675300,2026-01-26
JPM,2025-01-10 00:00:00-05:00,238.2056566354401,238.91119107182027,233.9430689471917,235.05035400390625,10256800,2026-01-26
JPM,2025-01-13 00:00:00-05:00,234.85437423024973,239.62651786311784,234.1978381518702,239.30316162109375,10005300,2026-01-26
JPM,2025-01-14 00:00:00-05:00,237.7843135936985,242.74264223499935,237.32375595763784,242.49766540527344,12407400,2026-01-26
JPM,2025-01-15 00:00:00-05:00,245.36878608055946,248.57308719225867,238.78380771723948,247.2796173095703,18448500,2026-01-26
JPM,2025-01-16 00:00:00-05:00,248.89646209375883,251.87538875346692,247.26001864512284,249.16104125976562,15292300,2026-01-26
JPM,2025-01-17 00:00:00-05:00,249.03368020966923,255.38347633640095,247.07386529814207,253.95281982421875,17678100,2026-01-26
JPM,2025-01-21 00:00:00-05:00,254.84450829070423,258.940513781988,254.28595393160222,257.7450256347656,13712100,2026-01-26
JPM,2025-01-22 00:00:00-05:00,257.6176299378133,258.08799621971843,255.020881505667,257.558837890625,9021900,2026-01-26
JPM,2025-01-23 00:00:00-05:00,259.37172176031316,261.4981043150236,258.50939836499305,260.6064147949219,10749700,2026-01-26
JPM,2025-01-24 00:00:00-05:00,258.3917588239568,261.7332463118807,257.7254290357368,259.5186462402344,7666300,2026-01-26
JPM,2025-01-27 00:00:00-05:00,258.86212472863684,260.62594590776155,256.99049819617136,260.50836181640625,7522300,2026-01-26
JPM,2025-01-28 00:00:00-05:00,260.5083417265411,261.9585852806135,259.5088172183071,261.7724304199219,7375400,2026-01-26
JPM,2025-01-29 00:00:00-05:00,261.8410096864953,265.2412890633801,260.27315209491445,261.2236633300781,7684900,2026-01-26
JPM,2025-01-30 00:00:00-05:00,263.2325025931336,264.28101058042995,261.2628793521523,262.8405456542969,8753500,2026-01-26
JPM,2025-01-31 00:00:00-05:00,263.8204737000256,265.3785228398926,261.59606481689747,261.9292297363281,7193800,2026-01-26
JPM,2025-02-03 00:00:00-05:00,256.56911700815533,262.7817556497826,256.44175417795225,261.4490661621094,8381400,2026-01-26
JPM,2025-02-04 00:00:00-05:00,264.4181838673514,264.4181838673514,261.4686533068301,262.5563659667969,5626000,2026-01-26
JPM,2025-02-05 00:00:00-05:00,263.50691982796997,265.20217050688734,262.9385567521792,264.9963684082031,5704400,2026-01-26
JPM,2025-02-06 00:00:00-05:00,266.97576454409875,271.41474356153265,265.7410717364686,271.3363342285156,7264400,2026-01-26
JPM,2025-02-07 00:00:00-05:00,271.69891846682657,272.9531987631217,269.19035787423627,270.2584533691406,6857900,2026-01-26
JPM,2025-02-10 00:00:00-05:00,270.6013976936826,270.6307937168087,264.17320813200536,265.5940856933594,8627400,2026-01-26
JPM,2025-02-11 00:00:00-05:00,264.8297489042904,270.6699878722711,264.2417985602018,269.4646911621094,7196400,2026-01-26
JPM,2025-02-12 00:00:00-05:00,268.57299861058124,270.8954041954382,267.75968865202606,269.9154968261719,6683900,2026-01-26
JPM,2025-02-13 00:00:00-05:00,269.96444374227315,271.4049085765656,268.3083981197057,270.7679748535156,8398700,2026-01-26
JPM,2025-02-14 00:00:00-05:00,271.79688876986324,273.6195319367328,270.8953907812424,271.0325622558594,5688600,2026-01-26
JPM,2025-02-18 00:00:00-05:00,271.19916641874227,274.34466062350725,270.47401464832495,274.3250732421875,7919800,2026-01-26
JPM,2025-02-19 00:00:00-05:00,272.7866150221738,274.61903699637526,271.64991889871,273.6391296386719,7007200,2026-01-26
JPM,2025-02-20 00:00:00-05:00,273.0805741668203,273.1393662156936,260.40057061690504,261.43927001953125,13846700,2026-01-26
JPM,2025-02-21 00:00:00-05:00,262.92876408693655,263.79108739460094,257.5588607010997,258.93072509765625,12835600,2026-01-26
