symbol,timestamp,open,high,low,close,volume,ingest_date
BATS.L,2025-01-02 00:00:00+00:00,2898.0932716431657,2957.054479583492,2849.1254887774708,2950.05908203125,2405603,2026-01-26
BATS.L,2025-01-03 00:00:00+00:00,2946.0618463305163,2979.040150580485,2944.063161224458,2971.04541015625,3954594,2026-01-26
BATS.L,2025-01-06 00:00:00+00:00,2958.0536003832544,2971.0450520065597,2926.0746425412735,2966.04833984375,3377027,2026-01-26
BATS.L,2025-01-07 00:00:00+00:00,2956.0551202273064,2966.048545244978,2939.0662976972644,2960.052490234375,6050632,2026-01-26
BATS.L,2025-01-08 00:00:00+00:00,2939.066261854265,2967.0478515625,2938.066919364685,2967.0478515625,4753517,2026-01-26
BATS.L,2025-01-09 00:00:00+00:00,2964.049642416834,2994.0299152666335,2957.0542454185475,2989.033203125,1777848,2026-01-26
BATS.L,2025-01-10 00:00:00+00:00,2988.034024280386,2994.0300791786076,2954.0563798571307,2964.0498046875,2470564,2026-01-26
BATS.L,2025-01-13 00:00:00+00:00,2943.063643124174,2961.051808005748,2875.2691364580764,2931.071533203125,4253910,2026-01-26
BATS.L,2025-01-14 00:00:00+00:00,2863.1162955829636,2931.071586368179,2844.1287878635653,2914.082763671875,48950132,2026-01-26
BATS.L,2025-01-15 00:00:00+00:00,2917.0806381777106,2929.072747687177,2836.1338989888122,2903.08984375,5255866,2026-01-26
BATS.L,2025-01-16 00:00:00+00:00,2904.089468858693,2916.081579535329,2885.101960287353,2909.086181640625,6239687,2026-01-26
BATS.L,2025-01-17 00:00:00+00:00,2928.0735301778254,2966.048545244978,2918.0801051601534,2960.052490234375,3984595,2026-01-26
BATS.L,2025-01-20 00:00:00+00:00,2963.0502536950303,2973.0436778221633,2950.058802329757,2957.05419921875,4789127,2026-01-26
BATS.L,2025-01-21 00:00:00+00:00,2953.0567902675775,2967.0475838593698,2942.66567874633,2951.05810546875,3034944,2026-01-26
BATS.L,2025-01-22 00:00:00+00:00,2971.0449929967367,2982.0377595365835,2940.0653782026234,2957.05419921875,5662087,2026-01-26
BATS.L,2025-01-23 00:00:00+00:00,2967.048192235204,3003.0245259908347,2964.050164422235,2995.02978515625,5962619,2026-01-26
BATS.L,2025-01-24 00:00:00+00:00,2991.032079412582,3044.9965739960367,2957.9659443309015,3006.022216796875,5236544,2026-01-26
BATS.L,2025-01-27 00:00:00+00:00,3095.9629036458336,3156.92279296875,3086.9688216145832,3147.9287109375,6817272,2026-01-26
BATS.L,2025-01-28 00:00:00+00:00,3166.9164482763504,3181.906586087693,3135.9319505307562,3170.913818359375,9697223,2026-01-26
BATS.L,2025-01-29 00:00:00+00:00,3148.92818924186,3182.905833936948,3140.9334493136034,3168.9150390625,7447743,2026-01-26
BATS.L,2025-01-30 00:00:00+00:00,3147.9288109598706,3188.901852626332,3144.930783520861,3175.910400390625,2991102,2026-01-26
BATS.L,2025-01-31 00:00:00+00:00,3177.9093696849586,3203.892276481125,3172.912656839542,3194.898193359375,10206017,2026-01-26
BATS.L,2025-02-03 00:00:00+00:00,3207.8894210815433,3222.8795585632324,3177.9091461181642,3197.89599609375,3456986,2026-01-26
BATS.L,2025-02-04 00:00:00+00:00,3191.899907802795,3221.1797155871895,3183.505528492661,3217.8828125,7212175,2026-01-26
BATS.L,2025-02-05 00:00:00+00:00,3220.88092687795,3284.8388478584616,3219.8815843626294,3281.8408203125,5591061,2026-01-26
BATS.L,2025-02-06 00:00:00+00:00,3288.8361891188065,3336.8046294341216,3287.8368466122374,3327.810546875,3698199,2026-01-26
BATS.L,2025-02-07 00:00:00+00:00,3337.803844237698,3354.2029663102353,3324.812392149348,3345.798583984375,7949198,2026-01-26
BATS.L,2025-02-10 00:00:00+00:00,3356.7913793153116,3396.765078384264,3356.7913793153116,3387.77099609375,3589684,2026-01-26
BATS.L,2025-02-11 00:00:00+00:00,3411.7552351002987,3413.7539200652077,3371.781535802111,3390.76904296875,2722392,2026-01-26
BATS.L,2025-02-12 00:00:00+00:00,3392.76765300726,3406.7584474526507,3369.7827764184035,3391.768310546875,3620221,2026-01-26
BATS.L,2025-02-13 00:00:00+00:00,3222.8793606118743,3222.8793606118743,3055.989173566236,3092.96484375,7594100,2026-01-26
BATS.L,2025-02-14 00:00:00+00:00,3113.951166186286,3115.9498511453276,3063.2445385346136,3087.96826171875,4788350,2026-01-26
BATS.L,2025-02-17 00:00:00+00:00,3076.975479968363,3084.970219766916,3020.0129589036674,3023.010986328125,5658357,2026-01-26
BATS.L,2025-02-18 00:00:00+00:00,3015.016246529571,3047.9945481986056,3010.0195341554754,3023.010986328125,2363273,2026-01-26
BATS.L,2025-02-19 00:00:00+00:00,3015.016359839109,3033.004525061881,2980.0393719059407,3028.0078125,2710916,2026-01-26
BATS.L,2025-02-20 00:00:00+00:00,3027.0083397150433,3039.000449347457,2978.0405587160217,3033.00439453125,7587304,2026-01-26
BATS.L,2025-02-21 00:00:00+00:00,3019.0137175741725,3024.0104301156725,2939.066316910176,2963.050537109375,10390665,2026-01-26
BATS.L,2025-02-24 00:00:00+00:00,3023.0110781036155,3032.005160650039,2994.030145454027,3012.018310546875,3389895,2026-01-26
BATS.L,2025-02-25 00:00:00+00:00,3003.0244538645265,3030.0067035331926,3002.0251112842057,3022.011962890625,2567226,2026-01-26
BATS.L,2025-02-26 00:00:00+00:00,3020.013079541636,3080.9729729407227,3017.015051997419,3066.982177734375,3683756,2026-01-26
BATS.L,2025-02-27 00:00:00+00:00,3046.995233725444,3069.9801108575152,3045.995891241441,3064.9833984375,3904081,2026-01-26
BATS.L,2025-02-28 00:00:00+00:00,3060.9862377289087,3087.9684866413086,3052.9914973104196,3084.970458984375,6936730,2026-01-26
BATS.L,2025-03-03 00:00:00+00:00,3069.980025773196,3109.953724025451,3059.986601210132,3101.958984375,3518323,2026-01-26
BATS.L,2025-03-04 00:00:00+00:00,3109.953977171459,3168.9151868928975,3107.955292096156,3153.925048828125,7636299,2026-01-26
BATS.L,2025-03-05 00:00:00+00:00,3076.9755859375,3087.9683535390955,3050.9926806973654,3076.9755859375,3481861,2026-01-26
BATS.L,2025-03-06 00:00:00+00:00,3064.9834039628295,3114.9505282530613,3045.995896732541,3090.96630859375,4223600,2026-01-26
BATS.L,2025-03-07 00:00:00+00:00,3102.9581882980174,3145.9299120006954,3074.9766007706926,3142.931884765625,2959160,2026-01-26
BATS.L,2025-03-10 00:00:00+00:00,3138.9348169301384,3164.9177221323616,3117.948624266804,3151.92626953125,3125810,2026-01-26
